0,1,1.7167465686798096,1.7167465686798096,1.7167465686798096
1,2,2.52848219871521,2.710777997970581,2.6196300983428955
2,3,2.944047212600708,4.003765106201172,3.487851858139038
3,4,3.9296226501464844,4.882106304168701,4.439978122711182
